Company,Company Name,Consumer Year,No. of Consumers,Consumer Top Category,Electrictiy Year,Electricity Sales (MU),Electricity Top Category,Average Cost of Supply (Rs. / kWh),ACS Year,Average Revenue Realisation (Rs. / kWh),AT&C Loss (%),AT&C Loss Year,T&D Loss (%),T&D Loss Year
TANGEDCO,Tamil Nadu Generation and Distribution Corporation Limited,,N.A.,Domestic,2023-24,89882.00 Mn,Domestic,8.33,(as on FY 2023-24),5.56,10.31 %,(as on FY 2022-23),14.63 %,(as on FY 2023-24)
